"Date","Div","Home","Away","Res","AvgH","AvgD","AvgA","Season"
"2012-01-03","E0","Wigan","Sunderland","A",2.63,3.23,2.73,2011
"2012-01-04","E0","Everton","Bolton","A",1.51,3.99,6.79,2011
"2012-01-04","E0","Newcastle","Man United","H",5.05,3.55,1.72,2011
"2012-01-11","E0","Tottenham","Everton","H",1.55,3.83,6.41,2011
"2012-01-14","E0","Aston Villa","Everton","D",2.4,3.24,2.99,2011
"2012-01-14","E0","Blackburn","Fulham","H",2.87,3.27,2.46,2011
"2012-01-14","E0","Chelsea","Sunderland","H",1.39,4.58,8.36,2011
"2012-01-14","E0","Liverpool","Stoke","D",1.42,4.28,8.06,2011
"2012-01-14","E0","Man United","Bolton","H",1.16,7.46,16.99,2011
"2012-01-14","E0","Tottenham","Wolves","D",1.27,5.49,10.91,2011
"2012-01-14","E0","West Brom","Norwich","A",2.07,3.33,3.61,2011
"2012-01-15","E0","Newcastle","QPR","H",1.75,3.54,4.81,2011
"2012-01-15","E0","Swansea","Arsenal","H",4.72,3.51,1.77,2011
"2012-01-16","E0","Wigan","Man City","A",8.59,4.39,1.4,2011
"2012-01-21","E0","Bolton","Liverpool","H",5.87,3.7,1.62,2011
"2012-01-21","E0","Everton","Blackburn","D",1.55,3.8,6.62,2011
"2012-01-21","E0","Fulham","Newcastle","H",2,3.36,3.78,2011
"2012-01-21","E0","Norwich","Chelsea","D",5.66,3.84,1.6,2011
"2012-01-21","E0","QPR","Wigan","H",2.04,3.3,3.73,2011
"2012-01-21","E0","Stoke","West Brom","A",1.93,3.4,4.02,2011
"2012-01-21","E0","Sunderland","Swansea","H",1.87,3.35,4.37,2011
"2012-01-21","E0","Wolves","Aston Villa","A",2.51,3.24,2.82,2011
"2012-01-22","E0","Arsenal","Man United","A",2.81,3.29,2.51,2011
"2012-01-22","E0","Man City","Tottenham","H",1.88,3.53,4.13,2011
"2012-01-31","E0","Everton","Man City","H",4.49,3.49,1.82,2011
"2012-01-31","E0","Man United","Stoke","H",1.31,5.15,10.32,2011
"2012-01-31","E0","Swansea","Chelsea","D",4.14,3.29,1.96,2011
"2012-01-31","E0","Tottenham","Wigan","H",1.22,6.12,14.22,2011
"2012-01-31","E0","Wolves","Liverpool","A",5.16,3.66,1.7,2011
"2012-02-01","E0","Aston Villa","QPR","D",1.79,3.46,4.65,2011
"2012-02-01","E0","Blackburn","Newcastle","A",2.59,3.29,2.68,2011
"2012-02-01","E0","Bolton","Arsenal","D",5.13,3.7,1.68,2011
"2012-02-01","E0","Fulham","West Brom","D",1.83,3.45,4.45,2011
"2012-02-01","E0","Sunderland","Norwich","H",1.85,3.43,4.35,2011
"2012-02-04","E0","Arsenal","Blackburn","H",1.28,5.33,10.95,2011
"2012-02-04","E0","Man City","Fulham","H",1.29,5.23,10.84,2011
"2012-02-04","E0","Norwich","Bolton","H",2.02,3.39,3.63,2011
"2012-02-04","E0","QPR","Wolves","A",1.9,3.49,4.02,2011
"2012-02-04","E0","Stoke","Sunderland","A",2.19,3.26,3.35,2011
"2012-02-04","E0","West Brom","Swansea","A",2.1,3.29,3.54,2011
"2012-02-04","E0","Wigan","Everton","D",3.45,3.28,2.13,2011
"2012-02-05","E0","Chelsea","Man United","D",2.51,3.24,2.84,2011
"2012-02-05","E0","Newcastle","Aston Villa","H",2.09,3.31,3.57,2011
"2012-02-06","E0","Liverpool","Tottenham","D",2.09,3.33,3.54,2011
"2012-02-11","E0","Blackburn","QPR","H",2.34,3.28,3.04,2011
"2012-02-11","E0","Bolton","Wigan","A",2,3.43,3.71,2011
"2012-02-11","E0","Everton","Chelsea","H",3.26,3.26,2.24,2011
"2012-02-11","E0","Fulham","Stoke","H",1.97,3.34,3.92,2011
"2012-02-11","E0","Man United","Liverpool","H",1.85,3.49,4.3,2011
"2012-02-11","E0","Sunderland","Arsenal","A",3.52,3.37,2.08,2011
"2012-02-11","E0","Swansea","Norwich","A",1.85,3.48,4.3,2011
"2012-02-11","E0","Tottenham","Newcastle","H",1.46,4.22,7.21,2011
"2012-02-12","E0","Aston Villa","Man City","A",5.27,3.65,1.68,2011
"2012-02-12","E0","Wolves","West Brom","A",2.43,3.24,2.95,2011
"2012-02-25","E0","Chelsea","Bolton","H",1.28,5.39,10.66,2011
"2012-02-25","E0","Man City","Blackburn","H",1.17,6.9,16.29,2011
"2012-02-25","E0","Newcastle","Wolves","D",1.59,3.83,5.9,2011
"2012-02-25","E0","QPR","Fulham","A",2.59,3.25,2.72,2011
"2012-02-25","E0","West Brom","Sunderland","H",2.4,3.26,2.94,2011
"2012-02-25","E0","Wigan","Aston Villa","D",2.74,3.25,2.57,2011
"2012-02-26","E0","Arsenal","Tottenham","H",2.46,3.36,2.8,2011
"2012-02-26","E0","Norwich","Man United","A",6.14,4.08,1.53,2011
"2012-02-26","E0","Stoke","Swansea","H",2.11,3.28,3.53,2011
"2012-03-03","E0","Blackburn","Aston Villa","D",2.37,3.3,2.96,2011
"2012-03-03","E0","Liverpool","Arsenal","A",2,3.41,3.74,2011
"2012-03-03","E0","Man City","Bolton","H",1.13,7.96,21.06,2011
"2012-03-03","E0","QPR","Everton","D",3.05,3.26,2.35,2011
"2012-03-03","E0","Stoke","Norwich","H",1.86,3.44,4.29,2011
"2012-03-03","E0","West Brom","Chelsea","H",4.02,3.42,1.93,2011
"2012-03-03","E0","Wigan","Swansea","A",2.44,3.25,2.89,2011
"2012-03-04","E0","Fulham","Wolves","H",1.58,3.79,6.08,2011
"2012-03-04","E0","Newcastle","Sunderland","D",2.09,3.31,3.54,2011
"2012-03-04","E0","Tottenham","Man United","A",2.86,3.32,2.44,2011
"2012-03-10","E0","Aston Villa","Fulham","H",2.46,3.24,2.88,2011
"2012-03-10","E0","Bolton","QPR","H",2.41,3.27,2.94,2011
"2012-03-10","E0","Chelsea","Stoke","H",1.39,4.44,8.47,2011
"2012-03-10","E0","Everton","Tottenham","H",2.84,3.27,2.48,2011
"2012-03-10","E0","Sunderland","Liverpool","H",3.87,3.34,1.98,2011
"2012-03-10","E0","Wolves","Blackburn","A",2.32,3.31,3.02,2011
"2012-03-11","E0","Man United","West Brom","H",1.28,5.4,10.67,2011
"2012-03-11","E0","Norwich","Wigan","D",1.84,3.47,4.25,2011
"2012-03-11","E0","Swansea","Man City","H",6.28,3.7,1.57,2011
"2012-03-12","E0","Arsenal","Newcastle","H",1.47,4.14,6.98,2011
"2012-03-13","E0","Liverpool","Everton","H",1.74,3.5,5.11,2011
"2012-03-17","E0","Fulham","Swansea","A",1.84,3.42,4.43,2011
"2012-03-17","E0","Wigan","West Brom","D",2.75,3.28,2.55,2011
"2012-03-18","E0","Newcastle","Norwich","H",1.78,3.65,4.43,2011
"2012-03-18","E0","Wolves","Man United","A",8.83,4.89,1.34,2011
"2012-03-20","E0","Blackburn","Sunderland","H",2.36,3.33,2.98,2011
"2012-03-21","E0","Everton","Arsenal","A",3.03,3.29,2.34,2011
"2012-03-21","E0","Man City","Chelsea","H",1.89,3.48,4.13,2011
"2012-03-21","E0","QPR","Liverpool","H",4.59,3.52,1.79,2011
"2012-03-21","E0","Tottenham","Stoke","D",1.41,4.33,8.15,2011
"2012-03-24","E0","Arsenal","Aston Villa","H",1.35,4.76,9.41,2011
"2012-03-24","E0","Bolton","Blackburn","H",2.4,3.34,2.91,2011
"2012-03-24","E0","Chelsea","Tottenham","D",1.88,3.49,4.14,2011
"2012-03-24","E0","Liverpool","Wigan","A",1.29,5.16,11.29,2011
"2012-03-24","E0","Norwich","Wolves","H",1.75,3.6,4.67,2011
"2012-03-24","E0","Stoke","Man City","D",5.91,3.67,1.62,2011
"2012-03-24","E0","Sunderland","QPR","H",2.01,3.33,3.79,2011
"2012-03-24","E0","Swansea","Everton","A",2.18,3.25,3.39,2011
"2012-03-25","E0","West Brom","Newcastle","A",2.29,3.3,3.09,2011
"2012-03-26","E0","Man United","Fulham","H",1.24,5.62,13.1,2011
"2012-03-31","E0","Aston Villa","Chelsea","A",4.49,3.46,1.83,2011
"2012-03-31","E0","Everton","West Brom","H",1.82,3.48,4.48,2011
"2012-03-31","E0","Fulham","Norwich","H",1.7,3.65,5.05,2011
"2012-03-31","E0","Man City","Sunderland","D",1.22,5.95,13.95,2011
"2012-03-31","E0","QPR","Arsenal","H",5.62,3.88,1.6,2011
"2012-03-31","E0","Wigan","Stoke","H",2.6,3.22,2.74,2011
"2012-03-31","E0","Wolves","Bolton","A",2.31,3.35,3.03,2011
"2012-04-01","E0","Newcastle","Liverpool","H",2.95,3.35,2.37,2011
"2012-04-01","E0","Tottenham","Swansea","H",1.4,4.39,8.46,2011
"2012-04-02","E0","Blackburn","Man United","A",8.56,4.53,1.38,2011
"2012-04-06","E0","Swansea","Newcastle","A",2.37,3.31,2.96,2011
"2012-04-07","E0","Bolton","Fulham","A",2.57,3.3,2.71,2011
"2012-04-07","E0","Chelsea","Wigan","H",1.27,5.42,11.57,2011
"2012-04-07","E0","Liverpool","Aston Villa","D",1.44,4.26,7.78,2011
"2012-04-07","E0","Norwich","Everton","D",2.9,3.27,2.43,2011
"2012-04-07","E0","Stoke","Wolves","H",1.61,3.77,5.74,2011
"2012-04-07","E0","Sunderland","Tottenham","D",3.26,3.38,2.19,2011
"2012-04-07","E0","West Brom","Blackburn","H",1.95,3.44,3.89,2011
"2012-04-08","E0","Arsenal","Man City","H",2.47,3.36,2.81,2011
"2012-04-08","E0","Man United","QPR","H",1.17,7.01,15.71,2011
"2012-04-09","E0","Aston Villa","Stoke","D",2.21,3.25,3.38,2011
"2012-04-09","E0","Everton","Sunderland","H",1.94,3.38,4.04,2011
"2012-04-09","E0","Fulham","Chelsea","D",3.46,3.33,2.15,2011
"2012-04-09","E0","Newcastle","Bolton","H",1.57,4.02,5.87,2011
"2012-04-09","E0","Tottenham","Norwich","A",1.31,5.27,9.84,2011
"2012-04-10","E0","Blackburn","Liverpool","A",3.49,3.37,2.09,2011
"2012-04-11","E0","Man City","West Brom","H",1.24,5.75,12.17,2011
"2012-04-11","E0","QPR","Swansea","H",2.13,3.31,3.42,2011
"2012-04-11","E0","Wigan","Man United","H",8.85,4.7,1.36,2011
"2012-04-11","E0","Wolves","Arsenal","A",6.73,4.37,1.46,2011
"2012-04-14","E0","Norwich","Man City","A",6.18,4.06,1.53,2011
"2012-04-14","E0","Sunderland","Wolves","D",1.5,4.14,6.57,2011
"2012-04-14","E0","Swansea","Blackburn","H",1.99,3.42,3.8,2011
"2012-04-14","E0","West Brom","QPR","H",2.12,3.33,3.46,2011
"2012-04-15","E0","Man United","Aston Villa","H",1.22,6.01,13.57,2011
"2012-04-16","E0","Arsenal","Wigan","A",1.26,5.62,11.32,2011
"2012-04-21","E0","Arsenal","Chelsea","D",1.99,3.48,3.7,2011
"2012-04-21","E0","Aston Villa","Sunderland","D",2.32,3.27,3.09,2011
"2012-04-21","E0","Blackburn","Norwich","H",2.07,3.43,3.5,2011
"2012-04-21","E0","Bolton","Swansea","D",2.18,3.32,3.35,2011
"2012-04-21","E0","Fulham","Wigan","H",1.87,3.49,4.2,2011
"2012-04-21","E0","Newcastle","Stoke","H",1.68,3.63,5.32,2011
"2012-04-21","E0","QPR","Tottenham","H",3.97,3.51,1.92,2011
"2012-04-22","E0","Liverpool","West Brom","A",1.43,4.4,7.52,2011
"2012-04-22","E0","Man United","Everton","D",1.31,5.1,9.85,2011
"2012-04-22","E0","Wolves","Man City","A",11.78,6.1,1.23,2011
"2012-04-24","E0","Aston Villa","Bolton","A",1.95,3.45,3.93,2011
"2012-04-28","E0","Everton","Fulham","H",1.83,3.46,4.4,2011
"2012-04-28","E0","Norwich","Liverpool","A",3.7,3.45,1.99,2011
"2012-04-28","E0","Stoke","Arsenal","D",4.23,3.48,1.86,2011
"2012-04-28","E0","Sunderland","Bolton","D",1.95,3.42,3.87,2011
"2012-04-28","E0","Swansea","Wolves","D",1.54,3.95,6.24,2011
"2012-04-28","E0","West Brom","Aston Villa","D",2.11,3.34,3.46,2011
"2012-04-28","E0","Wigan","Newcastle","H",2.78,3.33,2.49,2011
"2012-04-29","E0","Chelsea","QPR","H",1.39,4.59,8.07,2011
"2012-04-29","E0","Tottenham","Blackburn","H",1.38,4.73,7.85,2011
"2012-04-30","E0","Man City","Man United","H",2.14,3.39,3.36,2011
"2012-05-01","E0","Liverpool","Fulham","A",1.6,3.88,5.83,2011
"2012-05-01","E0","Stoke","Everton","D",2.95,3.25,2.45,2011
"2012-05-02","E0","Bolton","Tottenham","A",3.92,3.51,1.93,2011
"2012-05-02","E0","Chelsea","Newcastle","A",1.5,4.18,6.41,2011
"2012-05-05","E0","Arsenal","Norwich","D",1.21,6.22,13.29,2011
"2012-05-06","E0","Aston Villa","Tottenham","D",4.08,3.54,1.86,2011
"2012-05-06","E0","Bolton","West Brom","D",2,3.44,3.65,2011
"2012-05-06","E0","Fulham","Sunderland","H",1.86,3.48,4.17,2011
"2012-05-06","E0","Man United","Swansea","H",1.17,6.84,15.06,2011
"2012-05-06","E0","Newcastle","Man City","A",4.82,3.93,1.66,2011
"2012-05-06","E0","QPR","Stoke","H",1.85,3.52,4.15,2011
"2012-05-06","E0","Wolves","Everton","D",4.8,3.71,1.71,2011
"2012-05-07","E0","Blackburn","Wigan","A",2.44,3.35,2.79,2011
"2012-05-08","E0","Liverpool","Chelsea","H",2.15,3.46,3.33,2011
"2012-05-13","E0","Chelsea","Blackburn","H",1.3,5.36,9.52,2011
"2012-05-13","E0","Everton","Newcastle","H",2.19,3.45,3.18,2011
"2012-05-13","E0","Man City","QPR","H",1.13,8.54,18.12,2011
"2012-05-13","E0","Norwich","Aston Villa","H",2.18,3.38,3.25,2011
"2012-05-13","E0","Stoke","Bolton","D",2.41,3.47,2.79,2011
"2012-05-13","E0","Sunderland","Man United","A",7.23,4.51,1.43,2011
"2012-05-13","E0","Swansea","Liverpool","H",3.38,3.45,2.1,2011
"2012-05-13","E0","Tottenham","Fulham","H",1.4,4.55,8.04,2011
"2012-05-13","E0","West Brom","Arsenal","A",5.02,3.93,1.65,2011
"2012-05-13","E0","Wigan","Wolves","H",1.57,3.95,5.8,2011
"2012-08-18","E0","Arsenal","Sunderland","D",1.4,4.47,8.37,2012
"2012-08-18","E0","Fulham","Norwich","H",1.8,3.59,4.44,2012
"2012-08-18","E0","Newcastle","Tottenham","H",2.55,3.32,2.73,2012
"2012-08-18","E0","QPR","Swansea","A",2.01,3.37,3.76,2012
"2012-08-18","E0","Reading","Stoke","D",2.36,3.27,3.03,2012
"2012-08-18","E0","West Brom","Liverpool","H",4.01,3.44,1.93,2012
"2012-08-18","E0","West Ham","Aston Villa","H",2.23,3.32,3.23,2012
"2012-08-19","E0","Man City","Southampton","H",1.18,6.78,15.6,2012
"2012-08-19","E0","Wigan","Chelsea","A",6.09,3.84,1.58,2012
"2012-08-20","E0","Everton","Man United","H",4.18,3.47,1.88,2012
"2012-08-22","E0","Chelsea","Reading","H",1.25,5.56,11.84,2012
"2012-08-25","E0","Aston Villa","Everton","A",2.93,3.29,2.42,2012
"2012-08-25","E0","Chelsea","Newcastle","H",1.5,4.16,6.55,2012
"2012-08-25","E0","Man United","Fulham","H",1.3,5.17,10.39,2012
"2012-08-25","E0","Norwich","QPR","D",2.29,3.33,3.11,2012
"2012-08-25","E0","Southampton","Wigan","A",2.12,3.36,3.46,2012
"2012-08-25","E0","Swansea","West Ham","H",2.09,3.31,3.6,2012
"2012-08-25","E0","Tottenham","West Brom","D",1.5,4.13,6.67,2012
"2012-08-26","E0","Liverpool","Man City","D",2.98,3.33,2.36,2012
"2012-08-26","E0","Stoke","Arsenal","D",3.44,3.32,2.14,2012
"2012-09-01","E0","Man City","QPR","H",1.2,6.75,13.62,2012
"2012-09-01","E0","Swansea","Sunderland","D",2.17,3.31,3.38,2012
"2012-09-01","E0","Tottenham","Norwich","D",1.37,4.85,8.33,2012
"2012-09-01","E0","West Brom","Everton","H",2.89,3.29,2.45,2012
"2012-09-01","E0","West Ham","Fulham","H",2.49,3.34,2.8,2012
"2012-09-01","E0","Wigan","Stoke","D",2.24,3.25,3.3,2012
"2012-09-02","E0","Liverpool","Arsenal","A",2.06,3.38,3.63,2012
"2012-09-02","E0","Newcastle","Aston Villa","D",1.62,3.8,5.63,2012
"2012-09-02","E0","Southampton","Man United","A",6.07,4.11,1.54,2012
"2012-09-15","E0","Arsenal","Southampton","H",1.35,4.86,8.96,2012
"2012-09-15","E0","Aston Villa","Swansea","H",2.34,3.27,3.08,2012
"2012-09-15","E0","Fulham","West Brom","H",2.05,3.32,3.72,2012
"2012-09-15","E0","Man United","Wigan","H",1.25,5.68,12.01,2012
"2012-09-15","E0","Norwich","West Ham","D",2.36,3.29,3.02,2012
"2012-09-15","E0","QPR","Chelsea","D",4.48,3.49,1.83,2012
"2012-09-15","E0","Stoke","Man City","D",5.11,3.56,1.72,2012
"2012-09-15","E0","Sunderland","Liverpool","D",3.3,3.33,2.2,2012
"2012-09-16","E0","Reading","Tottenham","A",3.68,3.4,2.04,2012
"2012-09-17","E0","Everton","Newcastle","D",1.78,3.5,4.68,2012
"2012-09-22","E0","Chelsea","Stoke","H",1.36,4.71,9.13,2012
"2012-09-22","E0","Southampton","Aston Villa","H",2.42,3.3,2.92,2012
"2012-09-22","E0","Swansea","Everton","A",2.98,3.29,2.39,2012
"2012-09-22","E0","West Brom","Reading","H",1.8,3.55,4.54,2012
"2012-09-22","E0","West Ham","Sunderland","D",2.17,3.29,3.39,2012
"2012-09-22","E0","Wigan","Fulham","A",2.39,3.29,2.97,2012
"2012-09-23","E0","Liverpool","Man United","A",2.69,3.26,2.63,2012
"2012-09-23","E0","Man City","Arsenal","D",1.75,3.68,4.7,2012
"2012-09-23","E0","Newcastle","Norwich","H",1.76,3.61,4.67,2012
"2012-09-23","E0","Tottenham","QPR","H",1.48,4.16,7.02,2012
"2012-09-29","E0","Arsenal","Chelsea","A",2.17,3.35,3.34,2012
"2012-09-29","E0","Everton","Southampton","H",1.41,4.55,7.74,2012
"2012-09-29","E0","Fulham","Man City","A",4.34,3.54,1.83,2012
"2012-09-29","E0","Man United","Tottenham","A",1.57,3.97,5.93,2012
"2012-09-29","E0","Norwich","Liverpool","A",4.61,3.63,1.77,2012
"2012-09-29","E0","Reading","Newcastle","D",2.89,3.29,2.44,2012
"2012-09-29","E0","Stoke","Swansea","H",1.9,3.4,4.22,2012
"2012-09-29","E0","Sunderland","Wigan","H",2,3.37,3.84,2012
"2012-09-30","E0","Aston Villa","West Brom","D",2.42,3.27,2.96,2012
"2012-10-01","E0","QPR","West Ham","A",2.08,3.33,3.59,2012
"2012-10-06","E0","Chelsea","Norwich","H",1.22,6.12,13.15,2012
"2012-10-06","E0","Man City","Sunderland","H",1.27,5.49,11.77,2012
"2012-10-06","E0","Swansea","Reading","D",1.95,3.43,3.95,2012
"2012-10-06","E0","West Brom","QPR","H",1.85,3.57,4.2,2012
"2012-10-06","E0","West Ham","Arsenal","A",3.77,3.44,2,2012
"2012-10-06","E0","Wigan","Everton","D",3.91,3.4,1.97,2012
"2012-10-07","E0","Liverpool","Stoke","D",1.48,4.15,7.19,2012
"2012-10-07","E0","Newcastle","Man United","A",3.97,3.59,1.9,2012
"2012-10-07","E0","Southampton","Fulham","D",2.66,3.34,2.61,2012
"2012-10-07","E0","Tottenham","Aston Villa","H",1.45,4.28,7.4,2012
"2012-10-20","E0","Fulham","Aston Villa","H",1.81,3.53,4.49,2012
"2012-10-20","E0","Liverpool","Reading","H",1.35,4.92,9.02,2012
"2012-10-20","E0","Man United","Stoke","H",1.29,5.35,10.92,2012
"2012-10-20","E0","Norwich","Arsenal","H",5.96,4.14,1.54,2012
"2012-10-20","E0","Swansea","Wigan","H",2.05,3.39,3.64,2012
"2012-10-20","E0","Tottenham","Chelsea","A",2.54,3.3,2.76,2012
"2012-10-20","E0","West Brom","Man City","A",4.99,3.68,1.71,2012
"2012-10-20","E0","West Ham","Southampton","H",1.85,3.61,4.18,2012
"2012-10-21","E0","QPR","Everton","D",3.27,3.37,2.2,2012
"2012-10-21","E0","Sunderland","Newcastle","D",2.5,3.26,2.86,2012
"2012-10-27","E0","Arsenal","QPR","H",1.37,4.82,8.38,2012
"2012-10-27","E0","Aston Villa","Norwich","D",1.96,3.41,3.93,2012
"2012-10-27","E0","Man City","Swansea","H",1.23,6.09,12.79,2012
"2012-10-27","E0","Reading","Fulham","D",2.79,3.34,2.5,2012
"2012-10-27","E0","Stoke","Sunderland","D",1.96,3.32,4.07,2012
"2012-10-27","E0","Wigan","West Ham","H",2.25,3.35,3.19,2012
"2012-10-28","E0","Chelsea","Man United","A",2.4,3.32,2.95,2012
"2012-10-28","E0","Everton","Liverpool","D",2.61,3.24,2.74,2012
"2012-10-28","E0","Newcastle","West Brom","H",1.98,3.42,3.84,2012
"2012-10-28","E0","Southampton","Tottenham","A",4.23,3.66,1.83,2012
"2012-11-03","E0","Fulham","Everton","D",2.68,3.33,2.6,2012
"2012-11-03","E0","Man United","Arsenal","H",1.69,3.86,4.9,2012
"2012-11-03","E0","Norwich","Stoke","H",2.61,3.24,2.74,2012
"2012-11-03","E0","Sunderland","Aston Villa","A",2.08,3.28,3.68,2012
"2012-11-03","E0","Swansea","Chelsea","D",4.45,3.64,1.8,2012
"2012-11-03","E0","Tottenham","Wigan","A",1.47,4.31,6.96,2012
"2012-11-03","E0","West Ham","Man City","D",4.98,3.76,1.7,2012
"2012-11-04","E0","Liverpool","Newcastle","D",1.55,4.05,6.11,2012
"2012-11-04","E0","QPR","Reading","D",1.82,3.61,4.3,2012
"2012-11-05","E0","West Brom","Southampton","H",1.72,3.7,4.8,2012
"2012-11-10","E0","Arsenal","Fulham","D",1.53,4.06,6.24,2012
"2012-11-10","E0","Aston Villa","Man United","A",6.54,4.25,1.49,2012
"2012-11-10","E0","Everton","Sunderland","H",1.46,4.15,7.36,2012
"2012-11-10","E0","Reading","Norwich","D",2.23,3.35,3.21,2012
"2012-11-10","E0","Southampton","Swansea","D",2.39,3.43,2.87,2012
"2012-11-10","E0","Stoke","QPR","H",1.9,3.4,4.18,2012
"2012-11-10","E0","Wigan","West Brom","A",2.31,3.35,3.07,2012
"2012-11-11","E0","Chelsea","Liverpool","D",1.94,3.5,3.85,2012
"2012-11-11","E0","Man City","Tottenham","H",1.58,3.99,5.7,2012
"2012-11-11","E0","Newcastle","West Ham","A",1.99,3.4,3.81,2012
"2012-11-17","E0","Arsenal","Tottenham","H",1.94,3.62,3.79,2012
"2012-11-17","E0","Liverpool","Wigan","H",1.46,4.33,6.95,2012
"2012-11-17","E0","Man City","Aston Villa","H",1.21,6.51,12.96,2012
"2012-11-17","E0","Newcastle","Swansea","A",1.93,3.48,4,2012
"2012-11-17","E0","Norwich","Man United","H",6.96,4.41,1.45,2012
"2012-11-17","E0","QPR","Southampton","A",1.93,3.53,3.93,2012
"2012-11-17","E0","Reading","Everton","H",4.27,3.64,1.83,2012
"2012-11-17","E0","West Brom","Chelsea","H",3.78,3.52,1.97,2012
"2012-11-18","E0","Fulham","Sunderland","A",1.71,3.68,4.95,2012
"2012-11-19","E0","West Ham","Stoke","D",2.03,3.34,3.74,2012
"2012-11-24","E0","Aston Villa","Arsenal","D",4.86,3.75,1.71,2012
"2012-11-24","E0","Everton","Norwich","D",1.48,4.18,6.92,2012
"2012-11-24","E0","Man United","QPR","H",1.18,7.25,14.75,2012
"2012-11-24","E0","Stoke","Fulham","H",2.14,3.32,3.45,2012
"2012-11-24","E0","Sunderland","West Brom","A",2.43,3.3,2.91,2012
"2012-11-24","E0","Wigan","Reading","H",1.89,3.54,4.08,2012
"2012-11-25","E0","Chelsea","Man City","D",2.54,3.38,2.72,2012
"2012-11-25","E0","Southampton","Newcastle","H",2.3,3.44,3.02,2012
"2012-11-25","E0","Swansea","Liverpool","D",3.43,3.43,2.11,2012
"2012-11-25","E0","Tottenham","West Ham","H",1.65,3.76,5.47,2012
"2012-11-27","E0","Aston Villa","Reading","H",1.96,3.47,3.89,2012
"2012-11-27","E0","Sunderland","QPR","D",2.22,3.31,3.31,2012
"2012-11-28","E0","Chelsea","Fulham","D",1.45,4.37,7.03,2012
"2012-11-28","E0","Everton","Arsenal","D",2.45,3.37,2.83,2012
"2012-11-28","E0","Man United","West Ham","H",1.24,6.1,11.7,2012
"2012-11-28","E0","Southampton","Norwich","D",2.07,3.44,3.51,2012
"2012-11-28","E0","Stoke","Newcastle","H",1.96,3.36,3.99,2012
"2012-11-28","E0","Swansea","West Brom","H",2.31,3.38,3.04,2012
"2012-11-28","E0","Tottenham","Liverpool","H",2.38,3.38,2.93,2012
"2012-11-28","E0","Wigan","Man City","A",6.12,4.17,1.52,2012
"2012-12-01","E0","Arsenal","Swansea","A",1.46,4.25,7.05,2012
"2012-12-01","E0","Fulham","Tottenham","A",2.88,3.34,2.41,2012
"2012-12-01","E0","Liverpool","Southampton","H",1.4,4.59,7.86,2012
"2012-12-01","E0","Man City","Everton","D",1.53,4.06,6.31,2012
"2012-12-01","E0","QPR","Aston Villa","D",1.98,3.4,3.8,2012
"2012-12-01","E0","Reading","Man United","A",7.46,4.49,1.42,2012
"2012-12-01","E0","West Brom","Stoke","A",2.06,3.31,3.64,2012
"2012-12-01","E0","West Ham","Chelsea","H",3.92,3.38,1.96,2012
"2012-12-02","E0","Norwich","Sunderland","H",2.09,3.31,3.57,2012
"2012-12-03","E0","Newcastle","Wigan","H",1.99,3.37,3.8,2012
"2012-12-08","E0","Arsenal","West Brom","H",1.51,4.2,6.45,2012
"2012-12-08","E0","Aston Villa","Stoke","D",2.45,3.19,2.97,2012
"2012-12-08","E0","Southampton","Reading","H",1.91,3.56,3.94,2012
"2012-12-08","E0","Sunderland","Chelsea","A",4.59,3.6,1.78,2012
"2012-12-08","E0","Swansea","Norwich","A",1.82,3.59,4.34,2012
"2012-12-08","E0","Wigan","QPR","D",2.35,3.37,2.98,2012
"2012-12-09","E0","Everton","Tottenham","H",1.99,3.45,3.74,2012
"2012-12-09","E0","Man City","Man United","A",2.22,3.41,3.19,2012
"2012-12-09","E0","West Ham","Liverpool","A",2.96,3.23,2.43,2012
"2012-12-10","E0","Fulham","Newcastle","H",1.92,3.54,3.92,2012
"2012-12-11","E0","Sunderland","Reading","H",1.99,3.39,3.89,2012
"2012-12-15","E0","Liverpool","Aston Villa","A",1.37,4.61,9.04,2012
"2012-12-15","E0","Man United","Sunderland","H",1.2,6.57,14.16,2012
"2012-12-15","E0","Newcastle","Man City","A",5.18,3.83,1.66,2012
"2012-12-15","E0","Norwich","Wigan","H",2.18,3.39,3.28,2012
"2012-12-15","E0","QPR","Fulham","H",2.38,3.39,2.91,2012
"2012-12-15","E0","Stoke","Everton","D",3,3.2,2.42,2012
"2012-12-16","E0","Tottenham","Swansea","H",1.62,3.91,5.42,2012
"2012-12-16","E0","West Brom","West Ham","D",2,3.41,3.76,2012
"2012-12-17","E0","Reading","Arsenal","A",5.07,3.86,1.65,2012
